time,pm2_5,pm10,nitrogen_dioxide,ozone,sulphur_dioxide,carbon_monoxide
2026-07-31 14:00:00,21.7,30.4,7.3,144.0,14.4,372.0
2026-07-31 15:00:00,20.7,23.7,8.9,142.0,15.5,431.0
2026-07-31 16:00:00,20.2,21.4,11.3,139.0,17.5,511.0
2026-07-31 17:00:00,31.5,32.0,19.2,125.0,19.1,571.0
2026-07-31 18:00:00,35.2,35.5,24.9,107.0,20.5,599.0
2026-07-31 19:00:00,36.7,37.0,32.5,83.0,22.4,609.0
2026-07-31 20:00:00,36.3,36.8,37.1,65.0,23.4,600.0
2026-07-31 21:00:00,34.9,35.6,36.0,58.0,22.9,566.0
2026-07-31 22:00:00,33.4,34.3,31.8,58.0,21.6,514.0
2026-07-31 23:00:00,31.2,32.1,27.7,58.0,20.3,461.0
2026-08-01 00:00:00,28.6,29.5,24.4,59.0,19.2,410.0
2026-08-01 01:00:00,41.2,157.9,21.2,61.0,18.2,358.0
2026-08-01 02:00:00,49.4,225.8,18.9,62.0,17.7,321.0
2026-08-01 03:00:00,52.9,252.4,18.2,59.0,17.9,299.0
2026-08-01 04:00:00,52.4,243.1,18.4,56.0,18.6,292.0
2026-08-01 05:00:00,25.5,26.5,18.9,55.0,19.4,308.0
2026-08-01 06:00:00,26.8,27.8,18.5,62.0,19.7,372.0
2026-08-01 07:00:00,27.5,28.6,17.8,73.0,20.0,460.0
2026-08-01 08:00:00,26.4,27.4,16.4,88.0,20.4,511.0
2026-08-01 09:00:00,25.3,26.0,13.7,112.0,20.8,487.0
2026-08-01 10:00:00,34.8,117.8,10.2,140.0,21.1,424.0
2026-08-01 11:00:00,27.6,44.8,7.8,162.0,21.4,375.0
2026-08-01 12:00:00,30.2,61.0,7.0,172.0,21.4,348.0
2026-08-01 13:00:00,30.5,38.1,7.2,175.0,21.4,334.0
2026-08-01 14:00:00,30.0,33.6,8.1,173.0,21.4,353.0
2026-08-01 15:00:00,29.5,31.3,9.5,168.0,21.6,424.0
2026-08-01 16:00:00,28.8,29.8,11.6,157.0,22.0,529.0
2026-08-01 17:00:00,36.6,55.9,14.6,159.0,21.9,631.0
2026-08-01 18:00:00,41.2,53.3,20.8,137.0,22.7,738.0
2026-08-01 19:00:00,44.9,51.5,29.2,107.0,23.8,843.0
2026-08-01 20:00:00,44.9,48.1,34.8,84.0,24.2,886.0
2026-08-01 21:00:00,43.2,44.4,35.2,75.0,23.5,825.0
2026-08-01 22:00:00,40.7,41.2,32.8,74.0,22.2,703.0
2026-08-01 23:00:00,40.3,40.4,29.7,75.0,20.9,590.0
2026-08-02 00:00:00,37.4,37.6,25.8,78.0,19.7,505.0
2026-08-02 01:00:00,35.0,35.5,21.1,83.0,18.6,429.0
2026-08-02 02:00:00,34.6,35.4,17.8,86.0,17.9,374.0
2026-08-02 03:00:00,35.3,36.6,17.0,82.0,17.8,344.0
2026-08-02 04:00:00,35.9,37.5,17.6,76.0,18.3,336.0
2026-08-02 05:00:00,44.2,45.3,22.8,62.0,22.8,354.0
2026-08-02 06:00:00,45.2,46.4,22.0,71.0,25.0,424.0
2026-08-02 07:00:00,43.0,44.9,20.7,85.0,27.9,519.0
2026-08-02 08:00:00,39.3,69.8,18.5,105.0,29.7,565.0
2026-08-02 09:00:00,39.9,79.6,14.7,135.0,29.5,513.0
2026-08-02 10:00:00,38.1,61.9,9.9,171.0,28.3,412.0
2026-08-02 11:00:00,37.7,53.8,6.5,197.0,26.7,333.0
2026-08-02 12:00:00,36.3,47.4,5.0,205.0,24.7,304.0
2026-08-02 13:00:00,34.5,42.0,4.9,203.0,22.3,298.0
2026-08-02 14:00:00,35.3,40.6,5.8,197.0,20.9,305.0
2026-08-02 15:00:00,36.9,40.5,7.7,189.0,21.0,311.0
2026-08-02 16:00:00,35.6,38.2,10.7,177.0,22.0,331.0
2026-08-02 17:00:00,29.8,30.6,16.0,139.0,21.2,393.0
2026-08-02 18:00:00,33.8,34.7,21.0,120.0,21.9,545.0
2026-08-02 19:00:00,37.7,38.4,27.9,94.0,22.9,740.0
2026-08-02 20:00:00,36.8,37.4,32.4,73.0,23.3,867.0
2026-08-02 21:00:00,37.0,37.7,32.4,64.0,22.7,874.0
2026-08-02 22:00:00,38.4,39.3,30.0,61.0,21.6,813.0
2026-08-02 23:00:00,37.4,38.5,27.4,60.0,20.5,734.0
2026-08-03 00:00:00,35.6,37.3,25.0,61.0,19.6,637.0
2026-08-03 01:00:00,34.5,36.6,22.4,64.0,18.7,520.0
2026-08-03 02:00:00,32.6,35.0,20.6,66.0,18.1,430.0
2026-08-03 03:00:00,28.8,31.5,20.0,64.0,17.7,377.0
2026-08-03 04:00:00,27.0,29.7,20.2,60.0,17.6,350.0
2026-08-03 05:00:00,25.8,27.9,21.2,52.0,18.8,363.0
2026-08-03 06:00:00,28.9,31.5,22.7,54.0,22.1,454.0
2026-08-03 07:00:00,31.3,34.3,24.5,58.0,26.6,585.0
2026-08-03 08:00:00,31.1,33.8,24.5,70.0,29.7,661.0
2026-08-03 09:00:00,30.9,32.9,20.8,97.0,30.3,626.0
2026-08-03 10:00:00,29.9,31.8,15.4,132.0,29.4,535.0
2026-08-03 11:00:00,31.7,33.5,11.3,158.0,28.2,461.0
2026-08-03 12:00:00,31.3,32.8,9.6,169.0,26.6,420.0
2026-08-03 13:00:00,30.7,32.0,9.4,171.0,24.6,395.0
2026-08-03 14:00:00,32.2,33.4,11.0,167.0,23.0,405.0
2026-08-03 15:00:00,31.9,32.8,14.6,155.0,21.7,456.0
2026-08-03 16:00:00,31.3,32.0,20.0,136.0,20.8,541.0
2026-08-03 17:00:00,44.6,45.8,22.0,140.0,20.1,660.0
2026-08-03 18:00:00,48.3,49.0,34.1,116.0,24.4,856.0
2026-08-03 19:00:00,57.0,57.4,50.9,82.0,30.4,1086.0
2026-08-03 20:00:00,65.7,65.9,63.9,55.0,35.3,1221.0
2026-08-03 21:00:00,70.8,71.0,70.5,39.0,38.2,1191.0
2026-08-03 22:00:00,78.5,78.7,73.2,29.0,40.0,1066.0
2026-08-03 23:00:00,76.4,76.6,71.6,25.0,40.3,928.0
2026-08-04 00:00:00,75.2,75.4,63.2,29.0,38.4,790.0
2026-08-04 01:00:00,63.6,63.8,50.4,39.0,35.1,640.0
2026-08-04 02:00:00,54.9,55.3,39.7,47.0,31.7,520.0
2026-08-04 03:00:00,45.4,45.6,33.2,51.0,28.5,438.0
2026-08-04 04:00:00,38.3,38.4,28.7,54.0,25.3,386.0
2026-08-04 05:00:00,36.2,36.4,23.9,61.0,22.1,385.0
2026-08-04 06:00:00,35.9,36.2,25.6,63.0,24.7,475.0
2026-08-04 07:00:00,31.5,32.0,27.8,66.0,28.3,616.0
2026-08-04 08:00:00,27.3,27.8,28.3,75.0,31.2,704.0
2026-08-04 09:00:00,26.3,27.0,25.7,96.0,32.9,665.0
2026-08-04 10:00:00,27.6,28.5,21.6,123.0,33.8,574.0
2026-08-04 11:00:00,28.4,29.3,18.1,143.0,34.0,545.0
2026-08-04 12:00:00,27.7,28.6,15.7,152.0,32.7,652.0
2026-08-04 13:00:00,27.1,28.1,14.0,155.0,30.7,822.0
2026-08-04 14:00:00,27.1,28.1,14.3,154.0,29.7,953.0
2026-08-04 15:00:00,27.8,28.8,16.8,152.0,30.9,981.0
2026-08-04 16:00:00,36.9,38.3,21.3,147.0,33.2,969.0
2026-08-04 17:00:00,33.1,33.8,46.4,101.0,46.8,1012.0
2026-08-04 18:00:00,37.8,38.4,55.5,85.0,49.3,1199.0
2026-08-04 19:00:00,51.9,52.4,68.0,62.0,52.6,1441.0
2026-08-04 20:00:00,62.2,62.4,77.2,43.0,54.5,1556.0
2026-08-04 21:00:00,68.5,68.7,80.4,31.0,54.0,1426.0
2026-08-04 22:00:00,76.1,76.6,80.3,23.0,52.1,1169.0
2026-08-04 23:00:00,75.2,75.4,78.2,19.0,49.8,965.0
2026-08-05 00:00:00,65.9,66.1,73.7,20.0,47.1,886.0
2026-08-05 01:00:00,60.1,60.3,67.2,24.0,43.9,860.0
2026-08-05 02:00:00,57.7,58.0,61.5,27.0,40.9,848.0
2026-08-05 03:00:00,56.6,56.8,57.8,24.0,37.9,835.0
2026-08-05 04:00:00,55.9,56.1,54.9,19.0,35.1,836.0
2026-08-05 05:00:00,71.9,72.4,59.6,18.0,41.7,858.0
2026-08-05 06:00:00,68.2,68.7,53.9,31.0,41.0,933.0
2026-08-05 07:00:00,57.9,58.3,45.8,51.0,40.1,1029.0
2026-08-05 08:00:00,47.6,48.1,37.8,76.0,39.4,1052.0
2026-08-05 09:00:00,37.6,38.4,30.4,113.0,39.8,935.0
2026-08-05 10:00:00,35.7,36.7,23.2,155.0,40.5,745.0
2026-08-05 11:00:00,37.6,38.8,17.4,188.0,39.7,595.0
2026-08-05 12:00:00,40.0,41.4,13.5,205.0,36.2,523.0
2026-08-05 13:00:00,43.0,44.4,11.1,212.0,31.3,490.0
2026-08-05 14:00:00,49.7,80.8,10.1,211.0,27.1,496.0
2026-08-05 15:00:00,42.8,52.5,9.3,204.0,24.0,537.0
2026-08-05 16:00:00,39.3,45.8,9.8,190.0,21.6,615.0
2026-08-05 17:00:00,46.1,54.0,18.9,160.0,21.2,740.0
2026-08-05 18:00:00,54.0,59.3,33.4,130.0,23.6,948.0
2026-08-05 19:00:00,64.5,67.8,53.4,89.0,27.1,1202.0
2026-08-05 20:00:00,65.2,68.0,68.4,56.0,30.3,1399.0
2026-08-05 21:00:00,65.7,69.2,74.3,40.0,33.5,1514.0
2026-08-05 22:00:00,70.1,74.3,75.2,32.0,36.3,1571.0
2026-08-05 23:00:00,74.7,79.6,72.5,29.0,37.1,1539.0
2026-08-06 00:00:00,70.5,74.7,64.9,33.0,33.8,1363.0
2026-08-06 01:00:00,61.2,64.5,53.7,42.0,28.3,1097.0
2026-08-06 02:00:00,62.4,64.7,44.4,50.0,24.6,873.0
2026-08-06 03:00:00,60.5,62.9,38.5,55.0,24.1,725.0
2026-08-06 04:00:00,57.7,60.5,34.5,58.0,25.3,620.0
2026-08-06 05:00:00,68.7,71.7,47.3,47.0,44.8,585.0
2026-08-06 06:00:00,70.3,72.6,49.3,48.0,46.4,669.0
2026-08-06 07:00:00,75.0,76.4,51.7,50.0,48.6,825.0
2026-08-06 08:00:00,70.1,71.2,51.5,58.0,49.4,937.0
2026-08-06 09:00:00,54.6,55.3,45.9,78.0,47.6,960.0
2026-08-06 10:00:00,45.3,46.4,37.7,104.0,44.5,941.0
2026-08-06 11:00:00,44.6,46.7,31.8,123.0,42.2,901.0
2026-08-06 12:00:00,44.9,48.8,30.0,131.0,42.3,831.0
2026-08-06 13:00:00,47.4,52.7,30.5,133.0,43.2,741.0
2026-08-06 14:00:00,51.9,68.2,33.0,129.0,42.9,686.0
2026-08-06 15:00:00,50.9,62.2,38.8,116.0,40.0,681.0
2026-08-06 16:00:00,57.6,67.1,46.6,98.0,35.9,712.0
2026-08-06 17:00:00,31.8,33.3,51.4,62.0,24.6,785.0
2026-08-06 18:00:00,32.7,33.6,53.5,53.0,25.1,950.0
2026-08-06 19:00:00,34.8,35.6,56.4,41.0,25.9,1159.0
2026-08-06 20:00:00,37.0,38.0,57.7,32.0,26.0,1271.0
2026-08-06 21:00:00,37.6,38.5,56.7,27.0,25.3,1203.0
2026-08-06 22:00:00,39.1,40.0,54.1,24.0,24.1,1039.0
2026-08-06 23:00:00,39.9,41.0,50.3,24.0,22.4,889.0
2026-08-07 00:00:00,36.6,37.7,44.6,28.0,19.8,794.0
2026-08-07 01:00:00,34.7,35.9,37.6,34.0,16.8,712.0
2026-08-07 02:00:00,31.8,32.2,31.3,41.0,14.1,631.0
2026-08-07 03:00:00,28.5,28.7,25.6,48.0,11.9,523.0
2026-08-07 04:00:00,25.6,25.7,20.7,56.0,10.1,415.0
2026-08-07 05:00:00,35.0,35.2,23.4,50.0,16.3,374.0
2026-08-07 06:00:00,36.9,37.1,25.4,57.0,18.0,466.0
2026-08-07 07:00:00,38.4,38.6,28.0,67.0,20.3,625.0
2026-08-07 08:00:00,43.3,43.5,28.4,78.0,21.6,724.0
2026-08-07 09:00:00,49.0,49.1,24.4,91.0,21.0,694.0
2026-08-07 10:00:00,32.5,32.7,18.2,105.0,19.5,603.0
2026-08-07 11:00:00,26.7,27.0,14.1,116.0,18.2,527.0
2026-08-07 12:00:00,26.7,26.9,13.6,122.0,17.5,473.0
2026-08-07 13:00:00,25.8,26.0,15.2,124.0,16.9,434.0
2026-08-07 14:00:00,28.1,28.3,18.6,120.0,16.8,463.0
2026-08-07 15:00:00,29.2,29.4,24.3,107.0,17.0,639.0
2026-08-07 16:00:00,29.0,29.3,31.7,88.0,17.6,883.0
2026-08-07 17:00:00,34.6,35.2,31.1,86.0,15.9,1018.0
2026-08-07 18:00:00,35.6,36.2,32.0,80.0,15.4,928.0
2026-08-07 19:00:00,36.0,36.4,33.1,73.0,14.8,728.0
2026-08-07 20:00:00,34.7,35.2,33.7,66.0,14.6,584.0
2026-08-07 21:00:00,35.2,35.5,33.2,62.0,15.3,581.0
2026-08-07 22:00:00,36.3,36.6,32.2,59.0,16.3,634.0
2026-08-07 23:00:00,37.7,38.0,30.8,57.0,17.1,660.0
2026-08-08 00:00:00,38.3,38.5,28.9,56.0,17.1,616.0
2026-08-08 01:00:00,39.6,39.7,26.7,55.0,16.9,545.0
2026-08-08 02:00:00,41.4,41.6,25.2,54.0,16.9,486.0
2026-08-08 03:00:00,41.9,42.1,25.4,49.0,17.4,437.0
2026-08-08 04:00:00,43.9,44.0,26.3,43.0,18.1,400.0
2026-08-08 05:00:00,44.9,45.5,23.6,50.0,20.5,423.0
2026-08-08 06:00:00,47.4,48.1,23.3,58.0,21.5,576.0
2026-08-08 07:00:00,47.5,48.7,22.8,70.0,22.9,787.0
2026-08-08 08:00:00,44.2,45.9,21.1,87.0,23.4,893.0
2026-08-08 09:00:00,39.0,41.4,16.9,113.0,22.2,784.0
2026-08-08 10:00:00,35.7,38.8,11.6,143.0,20.2,568.0
2026-08-08 11:00:00,37.8,41.3,8.0,165.0,18.9,409.0
2026-08-08 12:00:00,36.1,38.8,7.5,172.0,19.0,366.0
2026-08-08 13:00:00,43.4,45.9,8.7,171.0,19.8,380.0
2026-08-08 14:00:00,39.7,41.6,10.9,168.0,20.9,430.0
2026-08-08 15:00:00,37.1,38.4,12.6,167.0,22.0,507.0
2026-08-08 16:00:00,36.6,37.5,15.2,163.0,23.4,621.0
2026-08-08 17:00:00,36.3,49.4,21.2,145.0,20.7,784.0
2026-08-08 18:00:00,42.8,49.5,33.8,118.0,23.3,1063.0
2026-08-08 19:00:00,48.3,52.7,50.9,80.0,26.7,1391.0
2026-08-08 20:00:00,56.5,60.8,61.0,54.0,28.7,1584.0
2026-08-08 21:00:00,56.7,61.5,57.5,51.0,28.0,1537.0
2026-08-08 22:00:00,49.4,56.1,47.1,59.0,25.9,1354.0
2026-08-08 23:00:00,47.1,53.8,38.3,65.0,23.8,1167.0
2026-08-09 00:00:00,48.4,53.3,34.1,64.0,22.1,1008.0
2026-08-09 01:00:00,47.6,50.8,31.5,61.0,20.5,845.0
2026-08-09 02:00:00,45.4,47.0,29.6,58.0,19.6,705.0
2026-08-09 03:00:00,44.0,44.6,28.5,52.0,19.6,586.0
2026-08-09 04:00:00,43.8,43.9,28.0,46.0,20.3,492.0
2026-08-09 05:00:00,53.6,54.2,37.6,34.0,21.7,458.0
2026-08-09 06:00:00,50.8,51.1,33.2,51.0,24.1,540.0
2026-08-09 07:00:00,46.1,46.2,26.9,76.0,27.4,684.0
2026-08-09 08:00:00,42.1,42.3,20.9,105.0,29.5,759.0
2026-08-09 09:00:00,38.2,38.4,15.5,140.0,29.2,690.0
2026-08-09 10:00:00,37.5,37.7,10.3,179.0,27.6,554.0
2026-08-09 11:00:00,36.9,37.1,6.6,208.0,26.2,450.0
2026-08-09 12:00:00,36.6,37.0,5.0,221.0,25.1,416.0
2026-08-09 13:00:00,41.6,71.0,4.8,225.0,24.2,415.0
2026-08-09 14:00:00,42.0,65.2,5.6,228.0,24.5,435.0
2026-08-09 15:00:00,41.2,57.6,5.3,239.0,26.4,441.0
2026-08-09 16:00:00,41.3,54.6,5.8,248.0,29.4,469.0
2026-08-09 17:00:00,48.0,48.4,13.1,184.0,23.8,610.0
2026-08-09 18:00:00,60.5,61.0,39.8,143.0,32.0,989.0
2026-08-09 19:00:00,83.4,83.8,76.6,86.0,43.3,1481.0
2026-08-09 20:00:00,107.8,108.0,103.6,41.0,51.8,1812.0
2026-08-09 21:00:00,128.1,128.1,113.6,20.0,55.8,1830.0
2026-08-09 22:00:00,140.6,140.6,113.8,12.0,56.9,1686.0
2026-08-09 23:00:00,130.4,130.4,106.2,12.0,55.0,1558.0
2026-08-10 00:00:00,100.1,100.4,86.6,23.0,48.1,1520.0
2026-08-10 01:00:00,74.3,74.5,59.2,42.0,38.0,1497.0
2026-08-10 02:00:00,59.1,59.3,38.2,55.0,29.9,1450.0
2026-08-10 03:00:00,53.0,53.1,30.2,55.0,25.5,1354.0
2026-08-10 04:00:00,50.3,50.4,28.7,50.0,23.2,1233.0
2026-08-10 05:00:00,37.8,38.0,21.6,71.0,21.6,1117.0
2026-08-10 06:00:00,36.0,36.2,24.4,69.0,23.2,1014.0
2026-08-10 07:00:00,32.4,32.6,28.0,68.0,25.5,916.0
2026-08-10 08:00:00,29.9,30.0,29.5,76.0,28.1,823.0
2026-08-10 09:00:00,28.9,29.1,26.8,103.0,31.2,729.0
2026-08-10 10:00:00,30.6,30.7,21.9,140.0,34.6,640.0
2026-08-10 11:00:00,31.5,33.1,18.2,168.0,37.1,579.0
2026-08-10 12:00:00,32.9,36.9,16.6,180.0,38.1,556.0
2026-08-10 13:00:00,36.2,60.8,16.1,184.0,38.3,561.0
2026-08-10 14:00:00,37.8,47.7,17.5,180.0,38.3,589.0
2026-08-10 15:00:00,39.6,47.5,21.0,168.0,38.1,627.0
2026-08-10 16:00:00,40.5,46.2,26.4,149.0,37.7,687.0
2026-08-10 17:00:00,52.5,54.4,27.9,144.0,27.2,802.0
2026-08-10 18:00:00,56.9,57.6,34.0,120.0,27.6,1052.0
2026-08-10 19:00:00,58.8,59.0,42.4,88.0,28.1,1358.0
2026-08-10 20:00:00,65.0,65.0,48.6,62.0,28.8,1513.0
2026-08-10 21:00:00,70.8,71.0,51.0,50.0,29.9,1385.0
2026-08-10 22:00:00,77.1,77.5,51.2,45.0,31.1,1106.0
2026-08-10 23:00:00,77.3,77.8,49.7,43.0,31.5,864.0
2026-08-11 00:00:00,77.3,77.8,45.7,43.0,30.3,728.0
2026-08-11 01:00:00,76.6,77.1,40.0,46.0,28.2,630.0
2026-08-11 02:00:00,74.5,75.2,34.9,49.0,26.4,555.0
2026-08-11 03:00:00,71.9,72.6,31.2,49.0,25.1,494.0
2026-08-11 04:00:00,65.4,65.9,28.1,49.0,24.0,455.0
2026-08-11 05:00:00,51.9,52.3,24.2,57.0,24.7,448.0
2026-08-11 06:00:00,47.4,47.6,26.4,57.0,25.2,493.0
2026-08-11 07:00:00,50.5,50.9,29.3,58.0,26.0,570.0
2026-08-11 08:00:00,44.9,45.3,30.0,70.0,27.3,623.0
2026-08-11 09:00:00,40.3,40.4,26.4,101.0,29.6,625.0
2026-08-11 10:00:00,37.5,37.7,20.7,143.0,32.5,604.0
2026-08-11 11:00:00,38.5,38.8,16.2,174.0,34.0,591.0
2026-08-11 12:00:00,39.8,40.3,13.8,187.0,33.3,597.0
2026-08-11 13:00:00,39.6,39.9,12.8,189.0,31.3,611.0
2026-08-11 14:00:00,38.0,38.3,14.1,184.0,29.4,634.0
2026-08-11 15:00:00,36.4,36.7,18.2,171.0,27.5,613.0
2026-08-11 16:00:00,37.0,37.3,24.7,151.0,25.6,600.0
2026-08-11 17:00:00,45.2,45.3,35.7,121.0,26.5,754.0
2026-08-11 18:00:00,47.4,47.5,48.4,99.0,29.8,1241.0
2026-08-11 19:00:00,58.9,59.0,66.0,68.0,34.5,1896.0
2026-08-11 20:00:00,74.7,75.0,80.5,42.0,39.1,2379.0
2026-08-11 21:00:00,86.6,86.8,89.1,27.0,43.8,2558.0
2026-08-11 22:00:00,102.7,102.9,94.5,16.0,48.5,2567.0
2026-08-11 23:00:00,111.3,111.5,96.9,9.0,50.8,2466.0
2026-08-12 00:00:00,109.0,109.2,95.8,5.0,49.2,2235.0
2026-08-12 01:00:00,110.4,110.6,91.8,4.0,45.3,1894.0
2026-08-12 02:00:00,116.9,117.1,86.7,5.0,41.5,1570.0
2026-08-12 03:00:00,122.0,122.0,81.1,3.0,38.2,1281.0
2026-08-12 04:00:00,114.6,114.6,74.4,3.0,35.0,1008.0
2026-08-12 05:00:00,92.2,92.2,66.0,13.0,39.0,825.0
2026-08-12 06:00:00,93.6,93.8,56.6,33.0,41.1,799.0
2026-08-12 07:00:00,75.0,75.2,43.6,63.0,44.1,862.0
2026-08-12 08:00:00,54.5,54.6,32.5,93.0,46.1,886.0
2026-08-12 09:00:00,40.4,40.6,25.7,123.0,46.6,803.0
2026-08-12 10:00:00,40.6,40.9,20.9,155.0,46.3,682.0
2026-08-12 11:00:00,42.8,43.2,17.0,184.0,44.9,597.0
2026-08-12 12:00:00,44.6,44.9,13.1,210.0,41.9,581.0
2026-08-12 13:00:00,46.4,46.9,10.1,234.0,37.9,603.0
2026-08-12 14:00:00,47.7,48.1,9.1,249.0,35.0,642.0
2026-08-12 15:00:00,47.7,48.1,7.7,258.0,33.4,616.0
2026-08-12 16:00:00,48.8,49.1,8.3,258.0,32.8,608.0
2026-08-12 17:00:00,43.9,46.7,20.2,219.0,33.2,850.0
2026-08-12 18:00:00,65.4,67.5,38.2,178.0,34.8,1685.0
2026-08-12 19:00:00,82.4,85.2,62.7,120.0,36.9,2770.0
2026-08-12 20:00:00,85.9,89.2,78.6,76.0,37.7,3302.0
2026-08-12 21:00:00,87.3,89.4,78.0,59.0,36.2,2739.0
2026-08-12 22:00:00,81.5,81.7,68.9,54.0,33.4,1622.0
2026-08-12 23:00:00,77.3,77.3,60.1,52.0,30.9,777.0
2026-08-13 00:00:00,66.8,66.8,54.7,48.0,29.1,563.0
2026-08-13 01:00:00,61.2,61.2,49.7,46.0,27.6,621.0
2026-08-13 02:00:00,55.4,55.4,44.8,45.0,26.0,695.0
2026-08-13 03:00:00,47.5,47.5,39.4,45.0,23.9,704.0
2026-08-13 04:00:00,41.1,41.2,34.1,46.0,21.8,729.0
2026-08-13 05:00:00,51.5,51.5,44.8,27.0,23.1,762.0
2026-08-13 06:00:00,50.3,50.9,40.4,47.0,22.8,818.0
2026-08-13 07:00:00,47.3,48.7,34.0,76.0,22.5,882.0
2026-08-13 08:00:00,44.2,47.8,27.6,108.0,23.4,894.0
2026-08-13 09:00:00,46.0,73.8,21.0,147.0,26.9,809.0
2026-08-13 10:00:00,44.4,53.9,14.4,188.0,31.6,672.0
2026-08-13 11:00:00,42.3,48.9,9.4,219.0,34.0,560.0
2026-08-13 12:00:00,41.8,46.7,6.9,232.0,31.9,496.0
2026-08-13 13:00:00,39.6,42.8,6.1,234.0,27.4,458.0
2026-08-13 14:00:00,37.5,39.6,6.7,228.0,23.6,455.0
2026-08-13 15:00:00,37.8,74.5,5.8,217.0,20.5,474.0
2026-08-13 16:00:00,41.7,110.8,6.4,198.0,18.0,528.0
2026-08-13 17:00:00,37.6,47.1,17.4,167.0,20.9,667.0
2026-08-13 18:00:00,46.0,52.7,33.9,132.0,23.6,945.0
2026-08-13 19:00:00,54.8,61.9,56.6,84.0,27.5,1308.0
2026-08-13 20:00:00,63.6,71.7,73.2,48.0,31.0,1641.0
2026-08-13 21:00:00,76.8,86.6,77.9,35.0,33.7,1965.0
2026-08-13 22:00:00,83.6,90.8,76.6,34.0,36.2,2259.0
2026-08-13 23:00:00,74.0,78.5,73.8,34.0,38.3,2351.0
2026-08-14 00:00:00,73.6,75.4,70.6,34.0,40.4,2088.0
2026-08-14 01:00:00,72.6,74.0,65.9,36.0,42.1,1624.0
2026-08-14 02:00:00,72.4,73.8,62.0,36.0,43.0,1242.0
2026-08-14 03:00:00,71.5,73.3,60.1,31.0,42.4,1053.0
2026-08-14 04:00:00,71.7,73.6,58.8,24.0,40.9,947.0
2026-08-14 05:00:00,61.2,65.9,55.8,20.0,33.4,878.0
2026-08-14 06:00:00,59.4,68.2,52.7,25.0,31.8,852.0
2026-08-14 07:00:00,51.3,62.9,48.4,33.0,29.8,863.0
2026-08-14 08:00:00,48.5,61.7,43.8,46.0,29.1,848.0
2026-08-14 09:00:00,43.5,64.5,38.8,67.0,30.8,769.0
2026-08-14 10:00:00,42.8,65.2,33.7,93.0,33.9,664.0
2026-08-14 11:00:00,40.3,59.8,30.2,116.0,37.3,589.0
2026-08-14 12:00:00,38.4,55.1,29.2,133.0,41.1,562.0
2026-08-14 13:00:00,38.8,53.8,29.8,146.0,45.3,565.0
2026-08-14 14:00:00,39.5,53.0,31.6,153.0,48.9,600.0
2026-08-14 15:00:00,39.2,50.6,33.5,155.0,51.4,670.0
2026-08-14 16:00:00,37.8,46.1,36.6,151.0,53.3,772.0
2026-08-14 17:00:00,46.2,60.3,34.6,135.0,43.1,900.0
2026-08-14 18:00:00,50.2,61.0,51.2,105.0,46.3,1087.0
2026-08-14 19:00:00,66.4,75.0,74.0,63.0,50.7,1299.0
2026-08-14 20:00:00,79.2,87.1,90.9,31.0,54.4,1435.0
2026-08-14 21:00:00,89.4,96.9,96.0,18.0,56.9,1434.0
2026-08-14 22:00:00,91.7,97.8,95.2,14.0,58.6,1355.0
2026-08-14 23:00:00,93.6,98.7,93.6,11.0,59.2,1275.0
2026-08-15 00:00:00,95.2,99.9,92.7,8.0,58.0,1224.0
2026-08-15 01:00:00,93.6,97.8,91.0,6.0,55.7,1172.0
2026-08-15 02:00:00,94.1,97.6,88.8,4.0,53.3,1101.0
2026-08-15 03:00:00,94.5,98.0,86.7,0.0,50.6,992.0
2026-08-15 04:00:00,95.7,99.0,84.2,0.0,47.9,864.0
2026-08-15 05:00:00,97.1,106.9,59.1,26.0,51.3,762.0
2026-08-15 06:00:00,93.4,102.7,51.6,42.0,46.9,712.0
2026-08-15 07:00:00,85.2,96.4,40.9,66.0,40.8,688.0
2026-08-15 08:00:00,65.0,77.8,31.3,95.0,35.7,656.0
2026-08-15 09:00:00,52.6,65.7,23.8,132.0,32.9,591.0
2026-08-15 10:00:00,51.0,63.3,17.2,173.0,31.1,518.0
2026-08-15 11:00:00,49.5,60.8,12.3,204.0,29.2,475.0
2026-08-15 12:00:00,48.8,59.0,9.3,218.0,26.6,483.0
2026-08-15 13:00:00,48.4,57.7,7.9,222.0,23.9,522.0
2026-08-15 14:00:00,44.9,53.0,8.4,219.0,22.4,570.0
2026-08-15 15:00:00,42.7,49.5,10.4,211.0,22.7,588.0
2026-08-15 16:00:00,41.0,47.5,14.3,196.0,24.1,614.0
2026-08-15 17:00:00,39.3,45.4,21.3,174.0,25.8,741.0
2026-08-15 18:00:00,44.4,49.6,34.8,140.0,28.2,1065.0
2026-08-15 19:00:00,54.6,59.6,51.5,99.0,30.8,1489.0
2026-08-15 20:00:00,54.6,61.2,62.0,67.0,31.8,1822.0
2026-08-15 21:00:00,52.6,62.4,61.3,52.0,29.9,2035.0
2026-08-15 22:00:00,49.6,63.6,54.6,47.0,26.3,2157.0
2026-08-15 23:00:00,47.5,65.7,47.8,44.0,22.6,2073.0
2026-08-16 00:00:00,47.8,68.7,42.3,44.0,18.6,1622.0
2026-08-16 01:00:00,47.8,65.9,36.8,46.0,14.5,967.0
2026-08-16 02:00:00,44.1,62.4,33.3,46.0,12.1,479.0
2026-08-16 03:00:00,43.4,60.3,33.9,39.0,12.8,333.0
