location,latitude,longitude,time,pm10,pm2_5,carbon_monoxide
Whitefield,12.9698,77.75,2026-07-26 20:00:00,20.1,12.7,218.0
Whitefield,12.9698,77.75,2026-07-26 21:00:00,15.4,10.5,200.0
Whitefield,12.9698,77.75,2026-07-26 22:00:00,11.3,8.1,180.0
Whitefield,12.9698,77.75,2026-07-26 23:00:00,7.6,5.8,161.0
Whitefield,12.9698,77.75,2026-07-27 00:00:00,5.3,4.1,144.0
Whitefield,12.9698,77.75,2026-07-27 01:00:00,4.2,3.2,130.0
Whitefield,12.9698,77.75,2026-07-27 02:00:00,4.2,2.8,119.0
Whitefield,12.9698,77.75,2026-07-27 03:00:00,4.0,2.6,111.0
Whitefield,12.9698,77.75,2026-07-27 04:00:00,3.6,2.3,107.0
Whitefield,12.9698,77.75,2026-07-27 05:00:00,3.0,2.0,115.0
Whitefield,12.9698,77.75,2026-07-27 06:00:00,2.9,2.1,149.0
Whitefield,12.9698,77.75,2026-07-27 07:00:00,3.2,2.7,196.0
Whitefield,12.9698,77.75,2026-07-27 08:00:00,3.8,3.0,223.0
Whitefield,12.9698,77.75,2026-07-27 09:00:00,5.7,3.8,210.0
Whitefield,12.9698,77.75,2026-07-27 10:00:00,10.4,5.3,178.0
Whitefield,12.9698,77.75,2026-07-27 11:00:00,11.4,6.1,154.0
Whitefield,12.9698,77.75,2026-07-27 12:00:00,12.2,6.4,149.0
Whitefield,12.9698,77.75,2026-07-27 13:00:00,14.1,6.8,153.0
Whitefield,12.9698,77.75,2026-07-27 14:00:00,17.8,8.1,162.0
Whitefield,12.9698,77.75,2026-07-27 15:00:00,21.1,9.4,175.0
Whitefield,12.9698,77.75,2026-07-27 16:00:00,23.5,10.2,192.0
Whitefield,12.9698,77.75,2026-07-27 17:00:00,27.9,14.1,213.0
Whitefield,12.9698,77.75,2026-07-27 18:00:00,24.7,14.2,242.0
Whitefield,12.9698,77.75,2026-07-27 19:00:00,25.8,14.8,274.0
Whitefield,12.9698,77.75,2026-07-27 20:00:00,23.6,14.1,290.0
Whitefield,12.9698,77.75,2026-07-27 21:00:00,18.6,11.8,278.0
Whitefield,12.9698,77.75,2026-07-27 22:00:00,12.7,8.8,250.0
Whitefield,12.9698,77.75,2026-07-27 23:00:00,8.2,6.2,221.0
Whitefield,12.9698,77.75,2026-07-28 00:00:00,5.3,4.3,195.0
Whitefield,12.9698,77.75,2026-07-28 01:00:00,4.3,3.4,168.0
Whitefield,12.9698,77.75,2026-07-28 02:00:00,4.4,3.0,150.0
Whitefield,12.9698,77.75,2026-07-28 03:00:00,4.5,2.8,143.0
Whitefield,12.9698,77.75,2026-07-28 04:00:00,4.8,2.8,145.0
Whitefield,12.9698,77.75,2026-07-28 05:00:00,3.5,2.3,155.0
Whitefield,12.9698,77.75,2026-07-28 06:00:00,3.5,2.4,181.0
Whitefield,12.9698,77.75,2026-07-28 07:00:00,3.8,3.1,215.0
Whitefield,12.9698,77.75,2026-07-28 08:00:00,4.6,3.4,232.0
Whitefield,12.9698,77.75,2026-07-28 09:00:00,6.0,3.8,215.0
Whitefield,12.9698,77.75,2026-07-28 10:00:00,7.9,4.4,182.0
Whitefield,12.9698,77.75,2026-07-28 11:00:00,11.1,5.5,156.0
Whitefield,12.9698,77.75,2026-07-28 12:00:00,13.8,6.4,146.0
Whitefield,12.9698,77.75,2026-07-28 13:00:00,11.6,5.8,143.0
Whitefield,12.9698,77.75,2026-07-28 14:00:00,11.5,5.8,148.0
Whitefield,12.9698,77.75,2026-07-28 15:00:00,11.8,5.9,164.0
Whitefield,12.9698,77.75,2026-07-28 16:00:00,12.8,6.4,187.0
Whitefield,12.9698,77.75,2026-07-28 17:00:00,14.8,7.5,205.0
Whitefield,12.9698,77.75,2026-07-28 18:00:00,13.4,7.7,212.0
Whitefield,12.9698,77.75,2026-07-28 19:00:00,12.6,8.0,214.0
Whitefield,12.9698,77.75,2026-07-28 20:00:00,12.3,7.9,212.0
Whitefield,12.9698,77.75,2026-07-28 21:00:00,11.5,7.3,205.0
Whitefield,12.9698,77.75,2026-07-28 22:00:00,9.8,6.4,193.0
Whitefield,12.9698,77.75,2026-07-28 23:00:00,7.7,5.3,180.0
Whitefield,12.9698,77.75,2026-07-29 00:00:00,8.3,4.9,163.0
Whitefield,12.9698,77.75,2026-07-29 01:00:00,4.7,3.3,144.0
Whitefield,12.9698,77.75,2026-07-29 02:00:00,3.2,2.5,131.0
Whitefield,12.9698,77.75,2026-07-29 03:00:00,2.3,2.0,123.0
Whitefield,12.9698,77.75,2026-07-29 04:00:00,2.1,1.8,121.0
Whitefield,12.9698,77.75,2026-07-29 05:00:00,6.4,2.9,132.0
Whitefield,12.9698,77.75,2026-07-29 06:00:00,7.4,3.4,173.0
Whitefield,12.9698,77.75,2026-07-29 07:00:00,5.6,3.7,227.0
Whitefield,12.9698,77.75,2026-07-29 08:00:00,5.3,3.5,257.0
Whitefield,12.9698,77.75,2026-07-29 09:00:00,5.9,3.4,238.0
Whitefield,12.9698,77.75,2026-07-29 10:00:00,6.1,3.5,195.0
Whitefield,12.9698,77.75,2026-07-29 11:00:00,8.4,3.9,163.0
Whitefield,12.9698,77.75,2026-07-29 12:00:00,11.9,5.1,154.0
Whitefield,12.9698,77.75,2026-07-29 13:00:00,14.1,5.6,155.0
Whitefield,12.9698,77.75,2026-07-29 14:00:00,18.0,6.9,167.0
Whitefield,12.9698,77.75,2026-07-29 15:00:00,19.5,7.8,195.0
Whitefield,12.9698,77.75,2026-07-29 16:00:00,17.7,7.7,234.0
Whitefield,12.9698,77.75,2026-07-29 17:00:00,24.5,10.6,261.0
Whitefield,12.9698,77.75,2026-07-29 18:00:00,17.1,9.5,268.0
Whitefield,12.9698,77.75,2026-07-29 19:00:00,14.0,8.5,263.0
Whitefield,12.9698,77.75,2026-07-29 20:00:00,12.8,7.9,253.0
Whitefield,12.9698,77.75,2026-07-29 21:00:00,12.0,7.2,237.0
Whitefield,12.9698,77.75,2026-07-29 22:00:00,10.8,6.5,215.0
Whitefield,12.9698,77.75,2026-07-29 23:00:00,10.9,6.2,193.0
Whitefield,12.9698,77.75,2026-07-30 00:00:00,11.0,5.8,169.0
Whitefield,12.9698,77.75,2026-07-30 01:00:00,10.2,5.3,145.0
Whitefield,12.9698,77.75,2026-07-30 02:00:00,8.8,4.5,127.0
Whitefield,12.9698,77.75,2026-07-30 03:00:00,5.8,3.1,116.0
Whitefield,12.9698,77.75,2026-07-30 04:00:00,5.2,2.6,112.0
Whitefield,12.9698,77.75,2026-07-30 05:00:00,4.4,2.5,119.0
Whitefield,12.9698,77.75,2026-07-30 06:00:00,4.2,2.4,150.0
Whitefield,12.9698,77.75,2026-07-30 07:00:00,4.6,3.4,192.0
Whitefield,12.9698,77.75,2026-07-30 08:00:00,4.6,3.3,218.0
Whitefield,12.9698,77.75,2026-07-30 09:00:00,4.6,3.3,210.0
Whitefield,12.9698,77.75,2026-07-30 10:00:00,5.8,3.5,186.0
Whitefield,12.9698,77.75,2026-07-30 11:00:00,8.0,4.1,167.0
Whitefield,12.9698,77.75,2026-07-30 12:00:00,10.9,5.1,161.0
Whitefield,12.9698,77.75,2026-07-30 13:00:00,17.3,7.3,160.0
Whitefield,12.9698,77.75,2026-07-30 14:00:00,17.8,7.8,168.0
Whitefield,12.9698,77.75,2026-07-30 15:00:00,15.4,6.9,191.0
Whitefield,12.9698,77.75,2026-07-30 16:00:00,10.1,5.6,222.0
Whitefield,12.9698,77.75,2026-07-30 17:00:00,13.4,7.6,242.0
Whitefield,12.9698,77.75,2026-07-30 18:00:00,11.5,7.0,241.0
Whitefield,12.9698,77.75,2026-07-30 19:00:00,10.8,7.2,229.0
Whitefield,12.9698,77.75,2026-07-30 20:00:00,10.2,6.8,215.0
Whitefield,12.9698,77.75,2026-07-30 21:00:00,8.2,5.5,202.0
Whitefield,12.9698,77.75,2026-07-30 22:00:00,7.9,5.2,187.0
Whitefield,12.9698,77.75,2026-07-30 23:00:00,5.1,3.9,171.0
Whitefield,12.9698,77.75,2026-07-31 00:00:00,5.4,3.4,154.0
Whitefield,12.9698,77.75,2026-07-31 01:00:00,5.5,3.1,136.0
Whitefield,12.9698,77.75,2026-07-31 02:00:00,4.4,2.6,123.0
Whitefield,12.9698,77.75,2026-07-31 03:00:00,3.1,2.0,114.0
Whitefield,12.9698,77.75,2026-07-31 04:00:00,2.6,1.7,110.0
Whitefield,12.9698,77.75,2026-07-31 05:00:00,4.0,2.2,118.0
Whitefield,12.9698,77.75,2026-07-31 06:00:00,4.3,2.4,149.0
Whitefield,12.9698,77.75,2026-07-31 07:00:00,5.6,3.5,192.0
Whitefield,12.9698,77.75,2026-07-31 08:00:00,6.4,4.0,217.0
Whitefield,12.9698,77.75,2026-07-31 09:00:00,7.4,4.1,207.0
Whitefield,12.9698,77.75,2026-07-31 10:00:00,9.5,4.5,180.0
Whitefield,12.9698,77.75,2026-07-31 11:00:00,11.5,5.4,159.0
Whitefield,12.9698,77.75,2026-07-31 12:00:00,12.1,5.8,151.0
Whitefield,12.9698,77.75,2026-07-31 13:00:00,13.8,6.4,148.0
Whitefield,12.9698,77.75,2026-07-31 14:00:00,13.5,6.5,156.0
Whitefield,12.9698,77.75,2026-07-31 15:00:00,13.3,6.5,180.0
Whitefield,12.9698,77.75,2026-07-31 16:00:00,10.7,5.6,213.0
Whitefield,12.9698,77.75,2026-07-31 17:00:00,15.3,9.0,242.0
Whitefield,12.9698,77.75,2026-07-31 18:00:00,14.2,9.2,264.0
Whitefield,12.9698,77.75,2026-07-31 19:00:00,12.8,9.0,282.0
Whitefield,12.9698,77.75,2026-07-31 20:00:00,11.0,8.1,286.0
Whitefield,12.9698,77.75,2026-07-31 21:00:00,9.4,6.9,269.0
Whitefield,12.9698,77.75,2026-07-31 22:00:00,7.7,5.9,239.0
Whitefield,12.9698,77.75,2026-07-31 23:00:00,5.6,4.6,208.0
Whitefield,12.9698,77.75,2026-08-01 00:00:00,3.8,3.3,179.0
Whitefield,12.9698,77.75,2026-08-01 01:00:00,2.9,2.6,150.0
Whitefield,12.9698,77.75,2026-08-01 02:00:00,2.7,2.2,129.0
Whitefield,12.9698,77.75,2026-08-01 03:00:00,3.0,2.2,117.0
Whitefield,12.9698,77.75,2026-08-01 04:00:00,3.2,2.1,114.0
Whitefield,12.9698,77.75,2026-08-01 05:00:00,3.0,2.3,124.0
Whitefield,12.9698,77.75,2026-08-01 06:00:00,2.8,2.3,162.0
Whitefield,12.9698,77.75,2026-08-01 07:00:00,3.2,2.7,215.0
Whitefield,12.9698,77.75,2026-08-01 08:00:00,4.8,3.5,244.0
Whitefield,12.9698,77.75,2026-08-01 09:00:00,4.6,3.2,226.0
Whitefield,12.9698,77.75,2026-08-01 10:00:00,4.9,3.0,186.0
Whitefield,12.9698,77.75,2026-08-01 11:00:00,5.5,3.1,158.0
Whitefield,12.9698,77.75,2026-08-01 12:00:00,9.6,4.4,153.0
Whitefield,12.9698,77.75,2026-08-01 13:00:00,14.3,6.2,161.0
Whitefield,12.9698,77.75,2026-08-01 14:00:00,19.3,7.9,184.0
Whitefield,12.9698,77.75,2026-08-01 15:00:00,20.0,8.0,239.0
Whitefield,12.9698,77.75,2026-08-01 16:00:00,17.5,8.7,310.0
Whitefield,12.9698,77.75,2026-08-01 17:00:00,11.5,6.5,354.0
Whitefield,12.9698,77.75,2026-08-01 18:00:00,8.5,6.0,349.0
Whitefield,12.9698,77.75,2026-08-01 19:00:00,7.5,5.9,318.0
Whitefield,12.9698,77.75,2026-08-01 20:00:00,6.0,5.2,286.0
Whitefield,12.9698,77.75,2026-08-01 21:00:00,5.1,4.3,263.0
Whitefield,12.9698,77.75,2026-08-01 22:00:00,5.7,4.3,239.0
Whitefield,12.9698,77.75,2026-08-01 23:00:00,5.4,3.9,215.0
Whitefield,12.9698,77.75,2026-08-02 00:00:00,4.0,2.9,186.0
Whitefield,12.9698,77.75,2026-08-02 01:00:00,2.7,2.1,157.0
Whitefield,12.9698,77.75,2026-08-02 02:00:00,2.8,2.0,135.0
Whitefield,12.9698,77.75,2026-08-02 03:00:00,4.9,2.6,123.0
Whitefield,12.9698,77.75,2026-08-02 04:00:00,5.6,2.9,119.0
Whitefield,12.9698,77.75,2026-08-02 05:00:00,2.5,1.8,125.0
Whitefield,12.9698,77.75,2026-08-02 06:00:00,2.3,1.8,150.0
Whitefield,12.9698,77.75,2026-08-02 07:00:00,2.7,2.3,184.0
Whitefield,12.9698,77.75,2026-08-02 08:00:00,2.5,2.2,203.0
Whitefield,12.9698,77.75,2026-08-02 09:00:00,2.3,2.0,192.0
Whitefield,12.9698,77.75,2026-08-02 10:00:00,2.6,2.0,166.0
Whitefield,12.9698,77.75,2026-08-02 11:00:00,4.5,2.5,144.0
Whitefield,12.9698,77.75,2026-08-02 12:00:00,9.3,4.2,133.0
Whitefield,12.9698,77.75,2026-08-02 13:00:00,13.6,5.8,128.0
Whitefield,12.9698,77.75,2026-08-02 14:00:00,16.5,6.9,128.0
Whitefield,12.9698,77.75,2026-08-02 15:00:00,19.9,8.2,134.0
Whitefield,12.9698,77.75,2026-08-02 16:00:00,19.4,8.4,146.0
Whitefield,12.9698,77.75,2026-08-02 17:00:00,17.7,9.5,168.0
Whitefield,12.9698,77.75,2026-08-02 18:00:00,19.8,10.6,213.0
Whitefield,12.9698,77.75,2026-08-02 19:00:00,15.7,9.1,268.0
Whitefield,12.9698,77.75,2026-08-02 20:00:00,13.5,8.1,298.0
Whitefield,12.9698,77.75,2026-08-02 21:00:00,15.4,8.5,283.0
Whitefield,12.9698,77.75,2026-08-02 22:00:00,14.5,8.1,244.0
Whitefield,12.9698,77.75,2026-08-02 23:00:00,13.2,7.4,208.0
Whitefield,12.9698,77.75,2026-08-03 00:00:00,11.4,6.2,185.0
Whitefield,12.9698,77.75,2026-08-03 01:00:00,10.7,5.5,166.0
Whitefield,12.9698,77.75,2026-08-03 02:00:00,10.3,5.1,152.0
Whitefield,12.9698,77.75,2026-08-03 03:00:00,10.9,5.2,140.0
Whitefield,12.9698,77.75,2026-08-03 04:00:00,11.4,5.3,133.0
Whitefield,12.9698,77.75,2026-08-03 05:00:00,8.3,4.1,138.0
Whitefield,12.9698,77.75,2026-08-03 06:00:00,8.3,4.3,170.0
Whitefield,12.9698,77.75,2026-08-03 07:00:00,11.1,5.8,214.0
Whitefield,12.9698,77.75,2026-08-03 08:00:00,14.1,6.6,237.0
Whitefield,12.9698,77.75,2026-08-03 09:00:00,17.9,7.7,217.0
Whitefield,12.9698,77.75,2026-08-03 10:00:00,28.1,10.7,176.0
Whitefield,12.9698,77.75,2026-08-03 11:00:00,22.8,9.1,148.0
Whitefield,12.9698,77.75,2026-08-03 12:00:00,27.8,10.7,145.0
Whitefield,12.9698,77.75,2026-08-03 13:00:00,25.3,10.3,156.0
Whitefield,12.9698,77.75,2026-08-03 14:00:00,21.1,10.0,182.0
Whitefield,12.9698,77.75,2026-08-03 15:00:00,17.2,9.3,232.0
Whitefield,12.9698,77.75,2026-08-03 16:00:00,13.6,8.5,297.0
Whitefield,12.9698,77.75,2026-08-03 17:00:00,25.6,12.2,347.0
Whitefield,12.9698,77.75,2026-08-03 18:00:00,25.6,15.1,371.0
Whitefield,12.9698,77.75,2026-08-03 19:00:00,25.2,15.8,380.0
Whitefield,12.9698,77.75,2026-08-03 20:00:00,21.6,13.6,375.0
Whitefield,12.9698,77.75,2026-08-03 21:00:00,19.5,12.2,353.0
Whitefield,12.9698,77.75,2026-08-03 22:00:00,13.6,9.4,318.0
Whitefield,12.9698,77.75,2026-08-03 23:00:00,10.6,7.9,280.0
Whitefield,12.9698,77.75,2026-08-04 00:00:00,7.4,5.7,239.0
Whitefield,12.9698,77.75,2026-08-04 01:00:00,5.7,4.4,196.0
Whitefield,12.9698,77.75,2026-08-04 02:00:00,5.1,3.7,164.0
Whitefield,12.9698,77.75,2026-08-04 03:00:00,5.0,3.4,149.0
Whitefield,12.9698,77.75,2026-08-04 04:00:00,5.2,3.3,146.0
Whitefield,12.9698,77.75,2026-08-04 05:00:00,4.1,2.9,151.0
Whitefield,12.9698,77.75,2026-08-04 06:00:00,3.8,3.0,172.0
Whitefield,12.9698,77.75,2026-08-04 07:00:00,4.5,3.7,201.0
Whitefield,12.9698,77.75,2026-08-04 08:00:00,5.0,4.0,215.0
Whitefield,12.9698,77.75,2026-08-04 09:00:00,5.3,3.8,197.0
Whitefield,12.9698,77.75,2026-08-04 10:00:00,8.6,4.2,163.0
Whitefield,12.9698,77.75,2026-08-04 11:00:00,10.4,5.5,140.0
Whitefield,12.9698,77.75,2026-08-04 12:00:00,11.3,6.3,135.0
Whitefield,12.9698,77.75,2026-08-04 13:00:00,11.5,6.4,142.0
Whitefield,12.9698,77.75,2026-08-04 14:00:00,11.1,5.9,165.0
Whitefield,12.9698,77.75,2026-08-04 15:00:00,10.2,6.2,219.0
Whitefield,12.9698,77.75,2026-08-04 16:00:00,10.2,7.4,290.0
Whitefield,12.9698,77.75,2026-08-04 17:00:00,9.6,8.1,344.0
Whitefield,12.9698,77.75,2026-08-04 18:00:00,11.0,9.5,367.0
Whitefield,12.9698,77.75,2026-08-04 19:00:00,12.3,10.0,373.0
Whitefield,12.9698,77.75,2026-08-04 20:00:00,12.4,9.8,368.0
Whitefield,12.9698,77.75,2026-08-04 21:00:00,11.3,8.6,352.0
Whitefield,12.9698,77.75,2026-08-04 22:00:00,11.0,8.5,326.0
Whitefield,12.9698,77.75,2026-08-04 23:00:00,10.9,8.0,293.0
Whitefield,12.9698,77.75,2026-08-05 00:00:00,9.4,6.6,249.0
Whitefield,12.9698,77.75,2026-08-05 01:00:00,7.9,5.4,198.0
Whitefield,12.9698,77.75,2026-08-05 02:00:00,5.9,4.0,161.0
Whitefield,12.9698,77.75,2026-08-05 03:00:00,5.2,3.4,144.0
Whitefield,12.9698,77.75,2026-08-05 04:00:00,5.0,3.2,141.0
Whitefield,12.9698,77.75,2026-08-05 05:00:00,4.4,3.3,149.0
Whitefield,12.9698,77.75,2026-08-05 06:00:00,5.2,3.6,179.0
Whitefield,12.9698,77.75,2026-08-05 07:00:00,8.3,4.6,222.0
Whitefield,12.9698,77.75,2026-08-05 08:00:00,9.7,6.4,244.0
Whitefield,12.9698,77.75,2026-08-05 09:00:00,10.6,6.5,223.0
Whitefield,12.9698,77.75,2026-08-05 10:00:00,14.2,7.3,182.0
Whitefield,12.9698,77.75,2026-08-05 11:00:00,18.6,8.6,157.0
Whitefield,12.9698,77.75,2026-08-05 12:00:00,19.3,8.6,163.0
Whitefield,12.9698,77.75,2026-08-05 13:00:00,20.5,9.6,186.0
Whitefield,12.9698,77.75,2026-08-05 14:00:00,21.7,10.4,213.0
Whitefield,12.9698,77.75,2026-08-05 15:00:00,20.8,11.2,246.0
Whitefield,12.9698,77.75,2026-08-05 16:00:00,21.5,11.7,283.0
Whitefield,12.9698,77.75,2026-08-05 17:00:00,16.5,10.0,312.0
Whitefield,12.9698,77.75,2026-08-05 18:00:00,16.4,10.6,329.0
Whitefield,12.9698,77.75,2026-08-05 19:00:00,16.1,11.1,337.0
Whitefield,12.9698,77.75,2026-08-05 20:00:00,15.0,10.4,335.0
Whitefield,12.9698,77.75,2026-08-05 21:00:00,14.2,9.7,320.0
Whitefield,12.9698,77.75,2026-08-05 22:00:00,13.0,9.1,295.0
Whitefield,12.9698,77.75,2026-08-05 23:00:00,10.9,7.8,266.0
Whitefield,12.9698,77.75,2026-08-06 00:00:00,8.8,6.1,230.0
Whitefield,12.9698,77.75,2026-08-06 01:00:00,6.7,4.9,190.0
Whitefield,12.9698,77.75,2026-08-06 02:00:00,5.0,3.9,160.0
Whitefield,12.9698,77.75,2026-08-06 03:00:00,4.0,3.1,144.0
Whitefield,12.9698,77.75,2026-08-06 04:00:00,4.2,3.0,139.0
Whitefield,12.9698,77.75,2026-08-06 05:00:00,6.1,3.8,147.0
Whitefield,12.9698,77.75,2026-08-06 06:00:00,6.5,4.0,180.0
Whitefield,12.9698,77.75,2026-08-06 07:00:00,8.1,5.5,226.0
Whitefield,12.9698,77.75,2026-08-06 08:00:00,8.5,5.4,252.0
Whitefield,12.9698,77.75,2026-08-06 09:00:00,9.7,5.6,236.0
Whitefield,12.9698,77.75,2026-08-06 10:00:00,14.0,6.9,199.0
Whitefield,12.9698,77.75,2026-08-06 11:00:00,16.3,7.9,173.0
Whitefield,12.9698,77.75,2026-08-06 12:00:00,19.0,8.5,167.0
Whitefield,12.9698,77.75,2026-08-06 13:00:00,20.5,10.2,172.0
Whitefield,12.9698,77.75,2026-08-06 14:00:00,22.1,11.0,184.0
Whitefield,12.9698,77.75,2026-08-06 15:00:00,24.1,12.0,209.0
Whitefield,12.9698,77.75,2026-08-06 16:00:00,25.8,12.1,243.0
Whitefield,12.9698,77.75,2026-08-06 17:00:00,30.6,14.9,269.0
Whitefield,12.9698,77.75,2026-08-06 18:00:00,27.1,15.5,281.0
Whitefield,12.9698,77.75,2026-08-06 19:00:00,30.4,17.1,286.0
Whitefield,12.9698,77.75,2026-08-06 20:00:00,22.5,14.1,283.0
Whitefield,12.9698,77.75,2026-08-06 21:00:00,18.4,11.8,271.0
Whitefield,12.9698,77.75,2026-08-06 22:00:00,14.5,9.9,251.0
Whitefield,12.9698,77.75,2026-08-06 23:00:00,10.8,7.9,228.0
Whitefield,12.9698,77.75,2026-08-07 00:00:00,7.3,5.6,199.0
Whitefield,12.9698,77.75,2026-08-07 01:00:00,5.2,4.0,167.0
Whitefield,12.9698,77.75,2026-08-07 02:00:00,4.2,3.2,143.0
Whitefield,12.9698,77.75,2026-08-07 03:00:00,4.1,3.0,130.0
Whitefield,12.9698,77.75,2026-08-07 04:00:00,3.9,2.7,125.0
Whitefield,12.9698,77.75,2026-08-07 05:00:00,4.4,2.7,135.0
Whitefield,12.9698,77.75,2026-08-07 06:00:00,5.0,3.1,176.0
Whitefield,12.9698,77.75,2026-08-07 07:00:00,7.0,4.6,232.0
Whitefield,12.9698,77.75,2026-08-07 08:00:00,8.2,5.2,264.0
Whitefield,12.9698,77.75,2026-08-07 09:00:00,7.9,5.1,247.0
Whitefield,12.9698,77.75,2026-08-07 10:00:00,6.7,4.3,205.0
Whitefield,12.9698,77.75,2026-08-07 11:00:00,6.7,3.8,171.0
Whitefield,12.9698,77.75,2026-08-07 12:00:00,8.1,4.3,148.0
Whitefield,12.9698,77.75,2026-08-07 13:00:00,10.0,5.9,134.0
Whitefield,12.9698,77.75,2026-08-07 14:00:00,10.6,6.8,152.0
Whitefield,12.9698,77.75,2026-08-07 15:00:00,12.5,8.1,231.0
Whitefield,12.9698,77.75,2026-08-07 16:00:00,13.9,8.8,343.0
Whitefield,12.9698,77.75,2026-08-07 17:00:00,8.2,5.8,422.0
Whitefield,12.9698,77.75,2026-08-07 18:00:00,13.2,8.7,442.0
Whitefield,12.9698,77.75,2026-08-07 19:00:00,12.9,9.3,431.0
Whitefield,12.9698,77.75,2026-08-07 20:00:00,11.3,8.7,403.0
Whitefield,12.9698,77.75,2026-08-07 21:00:00,8.5,7.2,357.0
Whitefield,12.9698,77.75,2026-08-07 22:00:00,6.4,5.8,295.0
Whitefield,12.9698,77.75,2026-08-07 23:00:00,5.0,4.7,240.0
Whitefield,12.9698,77.75,2026-08-08 00:00:00,4.0,3.7,197.0
Whitefield,12.9698,77.75,2026-08-08 01:00:00,3.1,2.9,160.0
Whitefield,12.9698,77.75,2026-08-08 02:00:00,2.8,2.4,135.0
Whitefield,12.9698,77.75,2026-08-08 03:00:00,3.0,2.3,123.0
Whitefield,12.9698,77.75,2026-08-08 04:00:00,3.0,2.2,123.0
Whitefield,12.9698,77.75,2026-08-08 05:00:00,1.9,1.8,134.0
Whitefield,12.9698,77.75,2026-08-08 06:00:00,2.3,1.9,165.0
Whitefield,12.9698,77.75,2026-08-08 07:00:00,3.8,3.2,207.0
Whitefield,12.9698,77.75,2026-08-08 08:00:00,5.5,4.3,234.0
Whitefield,12.9698,77.75,2026-08-08 09:00:00,6.6,4.5,229.0
Whitefield,12.9698,77.75,2026-08-08 10:00:00,8.3,5.0,209.0
Whitefield,12.9698,77.75,2026-08-08 11:00:00,9.4,5.4,199.0
Whitefield,12.9698,77.75,2026-08-08 12:00:00,14.1,6.9,212.0
Whitefield,12.9698,77.75,2026-08-08 13:00:00,10.5,5.5,236.0
Whitefield,12.9698,77.75,2026-08-08 14:00:00,11.3,6.5,259.0
Whitefield,12.9698,77.75,2026-08-08 15:00:00,13.3,7.9,277.0
Whitefield,12.9698,77.75,2026-08-08 16:00:00,15.2,8.9,294.0
Whitefield,12.9698,77.75,2026-08-08 17:00:00,22.1,12.5,307.0
Whitefield,12.9698,77.75,2026-08-08 18:00:00,19.4,12.9,320.0
Whitefield,12.9698,77.75,2026-08-08 19:00:00,17.8,12.9,329.0
Whitefield,12.9698,77.75,2026-08-08 20:00:00,15.3,11.7,324.0
Whitefield,12.9698,77.75,2026-08-08 21:00:00,11.9,9.7,296.0
Whitefield,12.9698,77.75,2026-08-08 22:00:00,9.0,7.7,255.0
Whitefield,12.9698,77.75,2026-08-08 23:00:00,6.9,6.0,216.0
Whitefield,12.9698,77.75,2026-08-09 00:00:00,5.0,4.3,184.0
Whitefield,12.9698,77.75,2026-08-09 01:00:00,3.8,3.3,155.0
Whitefield,12.9698,77.75,2026-08-09 02:00:00,3.2,2.7,135.0
Whitefield,12.9698,77.75,2026-08-09 03:00:00,3.2,2.5,129.0
Whitefield,12.9698,77.75,2026-08-09 04:00:00,3.4,2.4,132.0
Whitefield,12.9698,77.75,2026-08-09 05:00:00,2.8,2.2,139.0
Whitefield,12.9698,77.75,2026-08-09 06:00:00,2.8,2.2,151.0
Whitefield,12.9698,77.75,2026-08-09 07:00:00,3.2,2.4,166.0
Whitefield,12.9698,77.75,2026-08-09 08:00:00,4.3,2.8,173.0
Whitefield,12.9698,77.75,2026-08-09 09:00:00,4.8,3.4,166.0
Whitefield,12.9698,77.75,2026-08-09 10:00:00,7.0,3.8,151.0
Whitefield,12.9698,77.75,2026-08-09 11:00:00,7.1,3.8,140.0
Whitefield,12.9698,77.75,2026-08-09 12:00:00,9.1,4.6,135.0
Whitefield,12.9698,77.75,2026-08-09 13:00:00,10.7,5.2,134.0
Whitefield,12.9698,77.75,2026-08-09 14:00:00,15.7,7.4,138.0
Whitefield,12.9698,77.75,2026-08-09 15:00:00,13.6,6.8,147.0
Whitefield,12.9698,77.75,2026-08-09 16:00:00,12.5,7.2,161.0
Whitefield,12.9698,77.75,2026-08-09 17:00:00,22.1,12.1,187.0
Whitefield,12.9698,77.75,2026-08-09 18:00:00,21.9,14.1,242.0
Whitefield,12.9698,77.75,2026-08-09 19:00:00,20.8,14.2,308.0
Whitefield,12.9698,77.75,2026-08-09 20:00:00,18.4,13.1,342.0
Whitefield,12.9698,77.75,2026-08-09 21:00:00,15.1,11.2,314.0
Whitefield,12.9698,77.75,2026-08-09 22:00:00,12.9,10.1,254.0
Whitefield,12.9698,77.75,2026-08-09 23:00:00,11.0,8.8,203.0
Whitefield,12.9698,77.75,2026-08-10 00:00:00,8.9,7.1,176.0
Whitefield,12.9698,77.75,2026-08-10 01:00:00,7.6,6.0,157.0
Whitefield,12.9698,77.75,2026-08-10 02:00:00,6.7,5.1,144.0
Whitefield,12.9698,77.75,2026-08-10 03:00:00,6.2,4.5,133.0
Whitefield,12.9698,77.75,2026-08-10 04:00:00,5.8,4.0,127.0
Whitefield,12.9698,77.75,2026-08-10 05:00:00,5.6,3.9,131.0
Whitefield,12.9698,77.75,2026-08-10 06:00:00,5.6,4.1,154.0
Whitefield,12.9698,77.75,2026-08-10 07:00:00,5.8,4.1,186.0
Whitefield,12.9698,77.75,2026-08-10 08:00:00,6.6,4.9,205.0
