location,latitude,longitude,time,temperature,humidity,precipitation,wind_speed,pm2_5,pm10,nitrogen_dioxide,ozone,sulphur_dioxide,carbon_monoxide
Dwarka,28.5921,77.046,2026-08-14 05:00:00,27.8,95,0.0,1.1,55.1,60.8,43.8,23.0,16.2,550.0
Dwarka,28.5921,77.046,2026-08-14 06:00:00,27.7,94,0.6,0.2,47.6,58.6,41.3,30.0,17.0,527.0
Dwarka,28.5921,77.046,2026-08-14 07:00:00,27.8,93,1.1,3.3,43.5,61.9,37.6,40.0,18.1,539.0
Dwarka,28.5921,77.046,2026-08-14 08:00:00,28.5,90,0.2,1.1,43.7,65.0,33.7,54.0,19.3,531.0
Dwarka,28.5921,77.046,2026-08-14 09:00:00,28.7,88,0.2,3.1,39.5,69.2,29.2,75.0,20.5,471.0
Dwarka,28.5921,77.046,2026-08-14 10:00:00,29.8,82,0.0,3.6,39.5,67.3,24.4,100.0,21.9,392.0
Dwarka,28.5921,77.046,2026-08-14 11:00:00,30.4,81,0.0,4.8,37.3,59.5,20.8,119.0,22.9,334.0
Dwarka,28.5921,77.046,2026-08-14 12:00:00,31.0,78,0.4,2.8,35.7,54.1,19.0,129.0,23.4,318.0
Dwarka,28.5921,77.046,2026-08-14 13:00:00,31.1,78,0.4,1.8,33.2,48.4,18.5,135.0,23.7,324.0
Dwarka,28.5921,77.046,2026-08-14 14:00:00,28.9,85,2.7,6.7,32.0,45.2,19.2,137.0,24.2,336.0
Dwarka,28.5921,77.046,2026-08-14 15:00:00,27.3,91,5.0,3.3,32.0,43.5,20.5,138.0,25.0,319.0
Dwarka,28.5921,77.046,2026-08-14 16:00:00,27.8,90,1.8,2.7,31.4,40.5,22.9,137.0,26.0,308.0
Dwarka,28.5921,77.046,2026-08-14 17:00:00,30.5,77,0.3,4.1,48.0,62.9,35.8,143.0,46.9,397.0
Dwarka,28.5921,77.046,2026-08-14 18:00:00,30.0,80,0.0,2.9,54.5,64.5,57.3,109.0,49.2,693.0
Dwarka,28.5921,77.046,2026-08-14 19:00:00,29.3,85,0.0,5.0,68.5,78.0,86.6,62.0,52.2,1090.0
Dwarka,28.5921,77.046,2026-08-14 20:00:00,28.9,87,0.0,5.8,88.7,98.0,106.2,27.0,53.5,1360.0
Dwarka,28.5921,77.046,2026-08-14 21:00:00,28.4,90,0.0,4.6,100.1,109.4,106.6,15.0,51.5,1385.0
Dwarka,28.5921,77.046,2026-08-14 22:00:00,28.0,92,0.0,4.2,103.4,111.8,97.2,14.0,47.8,1285.0
Dwarka,28.5921,77.046,2026-08-14 23:00:00,28.1,89,0.0,4.3,103.1,110.8,88.9,14.0,44.2,1188.0
Dwarka,28.5921,77.046,2026-08-15 00:00:00,27.8,92,0.0,3.0,105.5,113.4,85.3,11.0,41.1,1148.0
Dwarka,28.5921,77.046,2026-08-15 01:00:00,27.5,93,0.0,1.7,109.2,117.1,82.9,8.0,38.2,1111.0
Dwarka,28.5921,77.046,2026-08-15 02:00:00,27.3,94,0.0,2.2,109.4,117.1,81.7,6.0,36.3,1050.0
Dwarka,28.5921,77.046,2026-08-15 03:00:00,27.2,94,0.0,4.0,111.8,120.1,84.2,0.0,35.9,926.0
Dwarka,28.5921,77.046,2026-08-15 04:00:00,27.1,95,0.0,2.0,115.9,124.3,88.1,0.0,36.6,778.0
Dwarka,28.5921,77.046,2026-08-15 05:00:00,26.6,96,0.0,3.8,76.8,87.8,38.9,36.0,25.9,694.0
Dwarka,28.5921,77.046,2026-08-15 06:00:00,26.7,96,1.6,4.0,77.5,89.2,37.1,46.0,27.0,746.0
Dwarka,28.5921,77.046,2026-08-15 07:00:00,27.1,97,0.8,3.3,70.1,82.9,34.3,63.0,28.6,862.0
Dwarka,28.5921,77.046,2026-08-15 08:00:00,27.5,96,0.7,3.9,53.8,67.8,30.5,87.0,29.7,914.0
Dwarka,28.5921,77.046,2026-08-15 09:00:00,28.4,92,0.2,3.6,46.9,60.8,24.7,127.0,30.1,834.0
Dwarka,28.5921,77.046,2026-08-15 10:00:00,29.7,85,0.0,1.1,46.1,58.9,17.8,176.0,30.1,692.0
Dwarka,28.5921,77.046,2026-08-15 11:00:00,32.1,74,0.1,6.4,48.0,59.5,12.8,212.0,29.6,564.0
Dwarka,28.5921,77.046,2026-08-15 12:00:00,32.1,73,0.2,9.6,49.2,59.6,10.6,228.0,28.5,473.0
Dwarka,28.5921,77.046,2026-08-15 13:00:00,32.3,68,0.2,8.9,48.1,56.9,10.2,231.0,26.9,396.0
Dwarka,28.5921,77.046,2026-08-15 14:00:00,32.8,67,0.0,6.3,45.8,53.7,11.3,228.0,25.5,352.0
Dwarka,28.5921,77.046,2026-08-15 15:00:00,32.4,68,0.2,8.0,44.9,52.2,13.5,220.0,24.6,338.0
Dwarka,28.5921,77.046,2026-08-15 16:00:00,32.4,66,0.0,6.3,43.2,50.1,17.2,205.0,24.0,356.0
Dwarka,28.5921,77.046,2026-08-15 17:00:00,31.6,77,0.0,5.6,45.3,82.7,19.3,192.0,26.2,425.0
Dwarka,28.5921,77.046,2026-08-15 18:00:00,31.0,83,0.0,4.9,53.9,87.1,39.8,150.0,27.8,602.0
Dwarka,28.5921,77.046,2026-08-15 19:00:00,30.2,88,0.0,5.0,71.2,107.1,67.8,92.0,30.0,830.0
Dwarka,28.5921,77.046,2026-08-15 20:00:00,29.8,89,0.0,4.0,82.0,115.5,85.9,48.0,30.7,958.0
Dwarka,28.5921,77.046,2026-08-15 21:00:00,29.4,89,0.0,4.3,85.0,118.3,85.3,34.0,28.9,896.0
Dwarka,28.5921,77.046,2026-08-15 22:00:00,29.1,89,0.0,3.3,82.9,118.7,74.8,34.0,25.7,733.0
Dwarka,28.5921,77.046,2026-08-15 23:00:00,28.9,87,0.0,8.6,74.5,112.7,64.0,34.0,22.3,589.0
Dwarka,28.5921,77.046,2026-08-16 00:00:00,28.8,89,0.0,7.9,63.3,101.0,55.2,30.0,18.5,500.0
Dwarka,28.5921,77.046,2026-08-16 01:00:00,28.6,88,0.0,8.1,54.1,90.6,46.1,26.0,14.5,430.0
Dwarka,28.5921,77.046,2026-08-16 02:00:00,28.4,87,0.1,6.0,47.8,78.9,39.1,24.0,11.7,386.0
Dwarka,28.5921,77.046,2026-08-16 03:00:00,26.4,94,1.6,4.1,39.8,60.8,35.7,22.0,10.7,386.0
Dwarka,28.5921,77.046,2026-08-16 04:00:00,26.8,95,0.1,5.6,38.2,54.5,34.3,21.0,10.9,412.0
Dwarka,28.5921,77.046,2026-08-16 05:00:00,27.9,87,0.0,9.6,41.8,155.1,16.5,46.0,8.5,424.0
Dwarka,28.5921,77.046,2026-08-16 06:00:00,27.7,86,0.1,6.8,46.6,165.8,16.6,46.0,9.4,403.0
Dwarka,28.5921,77.046,2026-08-16 07:00:00,28.3,85,0.2,6.4,50.2,166.2,16.6,47.0,10.7,369.0
Dwarka,28.5921,77.046,2026-08-16 08:00:00,29.7,77,0.1,8.6,50.9,162.5,15.6,55.0,11.7,334.0
Dwarka,28.5921,77.046,2026-08-16 09:00:00,30.9,71,0.0,9.4,145.8,1128.8,12.7,76.0,12.2,302.0
Dwarka,28.5921,77.046,2026-08-16 10:00:00,32.2,67,0.0,9.5,258.0,2116.0,8.8,103.0,12.5,271.0
Dwarka,28.5921,77.046,2026-08-16 11:00:00,32.9,64,0.0,9.4,273.8,2190.5,5.8,125.0,12.8,245.0
Dwarka,28.5921,77.046,2026-08-16 12:00:00,33.4,62,0.1,8.4,126.7,746.9,4.2,138.0,13.0,224.0
Dwarka,28.5921,77.046,2026-08-16 13:00:00,33.1,63,0.2,7.0,95.5,495.5,3.6,146.0,13.2,209.0
Dwarka,28.5921,77.046,2026-08-16 14:00:00,33.1,64,0.1,7.8,96.6,547.6,4.6,147.0,13.4,204.0
Dwarka,28.5921,77.046,2026-08-16 15:00:00,33.5,63,0.0,9.0,90.3,484.3,7.7,140.0,13.4,200.0
Dwarka,28.5921,77.046,2026-08-16 16:00:00,33.3,64,0.0,9.2,87.1,438.7,12.6,127.0,13.4,207.0
Dwarka,28.5921,77.046,2026-08-16 17:00:00,31.5,75,0.0,4.6,152.3,998.4,16.7,95.0,11.6,258.0
Dwarka,28.5921,77.046,2026-08-16 18:00:00,30.6,81,0.0,2.1,127.6,597.9,26.2,76.0,13.6,407.0
Dwarka,28.5921,77.046,2026-08-16 19:00:00,30.0,85,0.0,3.4,115.7,440.5,39.1,50.0,16.4,601.0
Dwarka,28.5921,77.046,2026-08-16 20:00:00,29.8,85,0.0,5.0,99.2,305.5,48.3,31.0,18.4,715.0
Dwarka,28.5921,77.046,2026-08-16 21:00:00,29.5,87,0.0,6.4,80.3,204.9,50.1,24.0,18.6,669.0
Dwarka,28.5921,77.046,2026-08-16 22:00:00,29.1,88,0.0,6.1,64.5,132.7,48.2,23.0,17.9,542.0
Dwarka,28.5921,77.046,2026-08-16 23:00:00,29.2,86,0.0,6.3,64.5,120.1,45.7,24.0,17.8,450.0
Dwarka,28.5921,77.046,2026-08-17 00:00:00,28.8,84,0.0,8.6,61.7,123.9,43.0,25.0,18.9,449.0
Dwarka,28.5921,77.046,2026-08-17 01:00:00,28.4,86,0.0,5.3,63.1,124.3,39.8,28.0,20.4,482.0
Dwarka,28.5921,77.046,2026-08-17 02:00:00,27.9,88,0.0,5.9,63.8,119.2,38.5,28.0,21.7,494.0
Dwarka,28.5921,77.046,2026-08-17 03:00:00,27.9,84,0.0,7.8,65.7,115.0,41.6,20.0,22.5,456.0
Dwarka,28.5921,77.046,2026-08-17 04:00:00,27.6,82,0.0,7.8,68.9,122.5,46.6,10.0,22.9,397.0
Dwarka,28.5921,77.046,2026-08-17 05:00:00,28.3,79,0.0,11.6,39.9,115.9,21.8,33.0,10.9,349.0
Dwarka,28.5921,77.046,2026-08-17 06:00:00,28.0,79,0.0,10.0,36.7,115.5,20.0,37.0,10.5,328.0
Dwarka,28.5921,77.046,2026-08-17 07:00:00,28.7,78,0.0,9.9,32.0,88.7,17.4,44.0,10.0,318.0
Dwarka,28.5921,77.046,2026-08-17 08:00:00,29.6,75,0.0,9.8,29.7,74.7,14.7,55.0,9.8,300.0
Dwarka,28.5921,77.046,2026-08-17 09:00:00,30.4,73,0.0,9.4,36.1,91.5,11.7,73.0,10.2,263.0
Dwarka,28.5921,77.046,2026-08-17 10:00:00,31.5,70,0.0,9.1,178.3,1527.4,8.5,96.0,10.8,218.0
Dwarka,28.5921,77.046,2026-08-17 11:00:00,32.6,65,0.0,10.2,253.3,2123.4,6.1,115.0,11.3,186.0
Dwarka,28.5921,77.046,2026-08-17 12:00:00,33.0,64,0.0,9.5,130.4,875.4,4.4,128.0,11.3,166.0
Dwarka,28.5921,77.046,2026-08-17 13:00:00,30.2,72,0.0,9.3,85.4,463.8,3.5,138.0,11.2,159.0
Dwarka,28.5921,77.046,2026-08-17 14:00:00,31.9,68,0.0,7.9,68.5,327.8,4.4,140.0,11.0,182.0
Dwarka,28.5921,77.046,2026-08-17 15:00:00,32.8,62,0.1,7.4,58.9,251.5,6.7,133.0,10.6,245.0
Dwarka,28.5921,77.046,2026-08-17 16:00:00,30.6,75,0.0,8.0,51.3,191.9,10.7,120.0,10.3,339.0
Dwarka,28.5921,77.046,2026-08-17 17:00:00,30.0,80,0.2,8.3,44.9,124.8,18.5,101.0,10.9,458.0
Dwarka,28.5921,77.046,2026-08-17 18:00:00,29.7,83,0.1,2.9,44.9,93.6,33.7,74.0,13.4,614.0
Dwarka,28.5921,77.046,2026-08-17 19:00:00,29.3,88,1.5,5.8,50.9,88.9,52.6,42.0,16.9,794.0
Dwarka,28.5921,77.046,2026-08-17 20:00:00,29.0,90,0.1,4.2,57.4,85.2,66.2,19.0,19.9,955.0
Dwarka,28.5921,77.046,2026-08-17 21:00:00,25.0,98,0.0,1.2,57.0,82.7,70.5,11.0,22.3,1120.0
Dwarka,28.5921,77.046,2026-08-17 22:00:00,25.5,96,0.0,2.4,53.9,76.4,69.5,12.0,24.2,1266.0
Dwarka,28.5921,77.046,2026-08-17 23:00:00,25.6,98,0.0,2.1,51.3,67.1,66.1,14.0,24.7,1279.0
Dwarka,28.5921,77.046,2026-08-18 00:00:00,25.3,96,0.0,5.5,44.9,56.7,60.2,17.0,22.7,1045.0
Dwarka,28.5921,77.046,2026-08-18 01:00:00,25.0,97,0.0,6.7,43.1,52.4,51.9,22.0,19.2,679.0
Dwarka,28.5921,77.046,2026-08-18 02:00:00,25.1,98,0.9,5.9,39.7,47.7,44.3,26.0,16.5,409.0
Dwarka,28.5921,77.046,2026-08-18 03:00:00,25.0,99,0.3,4.8,16.5,19.6,38.3,29.0,15.5,348.0
Dwarka,28.5921,77.046,2026-08-18 04:00:00,25.2,98,0.0,5.5,16.0,20.4,33.0,31.0,15.2,382.0
Dwarka,28.5921,77.046,2026-08-18 05:00:00,25.2,98,0.1,4.0,21.0,26.1,28.7,35.0,14.9,403.0
Dwarka,28.5921,77.046,2026-08-18 06:00:00,25.4,97,0.1,3.4,24.4,29.8,26.0,39.0,14.4,366.0
Dwarka,28.5921,77.046,2026-08-18 07:00:00,26.3,97,0.0,1.1,28.7,40.5,24.2,44.0,13.9,316.0
Dwarka,28.5921,77.046,2026-08-18 08:00:00,27.5,90,0.0,3.1,32.0,63.6,21.6,56.0,13.7,270.0
Dwarka,28.5921,77.046,2026-08-18 09:00:00,29.1,81,0.0,4.7,37.0,103.6,16.8,79.0,13.8,233.0
Dwarka,28.5921,77.046,2026-08-18 10:00:00,30.6,73,0.1,6.5,46.0,157.9,11.3,109.0,14.1,201.0
Dwarka,28.5921,77.046,2026-08-18 11:00:00,31.6,67,0.1,6.3,58.2,226.8,7.2,134.0,14.4,181.0
Dwarka,28.5921,77.046,2026-08-18 12:00:00,31.5,69,0.1,6.0,64.3,249.6,5.4,151.0,14.8,174.0
Dwarka,28.5921,77.046,2026-08-18 13:00:00,32.4,66,0.2,5.4,64.3,242.1,5.2,163.0,15.4,178.0
Dwarka,28.5921,77.046,2026-08-18 14:00:00,32.8,66,0.1,4.9,63.1,231.9,6.3,167.0,15.6,200.0
Dwarka,28.5921,77.046,2026-08-18 15:00:00,32.8,66,0.1,6.3,60.3,214.7,7.3,162.0,15.0,211.0
Dwarka,28.5921,77.046,2026-08-18 16:00:00,32.6,66,0.2,7.4,58.7,204.0,9.7,150.0,14.1,240.0
Dwarka,28.5921,77.046,2026-08-18 17:00:00,31.6,70,0.3,2.9,56.0,176.0,17.7,131.0,14.5,374.0
Dwarka,28.5921,77.046,2026-08-18 18:00:00,28.4,85,0.1,9.0,62.2,143.4,36.8,99.0,17.2,748.0
Dwarka,28.5921,77.046,2026-08-18 19:00:00,26.5,93,0.0,2.8,75.2,154.1,61.4,61.0,21.1,1227.0
Dwarka,28.5921,77.046,2026-08-18 20:00:00,27.0,92,0.0,4.7,79.9,161.6,79.3,32.0,25.1,1496.0
Dwarka,28.5921,77.046,2026-08-18 21:00:00,27.1,91,0.0,6.4,85.0,156.5,84.9,21.0,29.2,1355.0
Dwarka,28.5921,77.046,2026-08-18 22:00:00,27.0,92,0.4,8.7,93.8,158.3,83.6,21.0,33.3,1003.0
Dwarka,28.5921,77.046,2026-08-18 23:00:00,26.8,92,0.4,7.6,84.1,133.6,79.6,22.0,35.6,722.0
Dwarka,28.5921,77.046,2026-08-19 00:00:00,26.6,93,0.0,6.1,78.5,120.6,71.9,24.0,34.7,628.0
Dwarka,28.5921,77.046,2026-08-19 01:00:00,26.4,94,0.0,5.0,76.1,114.8,61.5,27.0,32.1,604.0
Dwarka,28.5921,77.046,2026-08-19 02:00:00,26.2,94,0.0,4.5,79.2,112.5,54.8,28.0,29.9,584.0
Dwarka,28.5921,77.046,2026-08-19 03:00:00,26.1,94,0.0,5.7,84.5,117.8,56.9,20.0,29.3,541.0
Dwarka,28.5921,77.046,2026-08-19 04:00:00,26.1,94,0.0,6.3,88.5,123.9,62.8,9.0,29.1,501.0
Dwarka,28.5921,77.046,2026-08-19 05:00:00,26.1,94,0.0,5.4,89.9,123.9,63.8,6.0,28.4,475.0
Dwarka,28.5921,77.046,2026-08-19 06:00:00,26.1,96,0.0,6.3,81.0,115.9,54.9,14.0,26.3,475.0
Dwarka,28.5921,77.046,2026-08-19 07:00:00,27.2,91,0.0,5.5,61.0,102.9,41.2,30.0,23.7,487.0
Dwarka,28.5921,77.046,2026-08-19 08:00:00,28.5,85,0.0,5.0,54.2,114.6,29.2,53.0,21.7,485.0
Dwarka,28.5921,77.046,2026-08-19 09:00:00,30.0,77,0.0,5.0,54.0,149.0,20.9,89.0,20.9,449.0
Dwarka,28.5921,77.046,2026-08-19 10:00:00,31.1,72,0.0,4.9,97.3,577.4,14.3,134.0,20.6,398.0
Dwarka,28.5921,77.046,2026-08-19 11:00:00,32.0,69,0.0,3.6,116.6,720.8,9.5,170.0,20.5,358.0
Dwarka,28.5921,77.046,2026-08-19 12:00:00,32.5,67,0.2,3.2,93.6,463.8,6.3,195.0,20.4,336.0
Dwarka,28.5921,77.046,2026-08-19 13:00:00,32.7,68,0.2,3.8,82.4,350.2,4.8,213.0,20.4,326.0
Dwarka,28.5921,77.046,2026-08-19 14:00:00,33.0,67,0.2,4.6,77.8,309.2,5.6,217.0,20.0,337.0
Dwarka,28.5921,77.046,2026-08-19 15:00:00,33.1,65,0.6,6.2,90.3,438.7,9.0,202.0,18.7,355.0
Dwarka,28.5921,77.046,2026-08-19 16:00:00,32.7,64,0.1,3.9,80.3,350.2,14.7,173.0,17.1,393.0
Dwarka,28.5921,77.046,2026-08-19 17:00:00,31.2,69,0.1,5.6,64.7,208.6,22.3,144.0,16.5,506.0
Dwarka,28.5921,77.046,2026-08-19 18:00:00,28.5,86,0.0,1.8,66.4,167.2,33.3,116.0,17.6,754.0
Dwarka,28.5921,77.046,2026-08-19 19:00:00,27.8,91,0.4,2.1,73.1,165.3,46.2,87.0,19.6,1076.0
Dwarka,28.5921,77.046,2026-08-19 20:00:00,27.2,95,3.5,9.9,65.7,129.0,56.0,65.0,22.2,1339.0
Dwarka,28.5921,77.046,2026-08-19 21:00:00,27.1,95,1.2,10.5,66.1,116.9,61.1,53.0,25.7,1501.0
Dwarka,28.5921,77.046,2026-08-19 22:00:00,27.0,94,0.4,7.8,74.0,118.3,63.1,48.0,29.6,1604.0
Dwarka,28.5921,77.046,2026-08-19 23:00:00,27.0,94,0.0,4.8,81.5,120.6,62.2,46.0,32.4,1647.0
Dwarka,28.5921,77.046,2026-08-20 00:00:00,26.9,95,0.0,1.3,86.8,126.2,57.1,47.0,33.0,1617.0
Dwarka,28.5921,77.046,2026-08-20 01:00:00,26.7,96,0.0,0.9,88.2,133.2,49.0,51.0,32.4,1527.0
Dwarka,28.5921,77.046,2026-08-20 02:00:00,26.6,97,0.0,0.3,85.9,121.5,42.4,54.0,32.0,1411.0
Dwarka,28.5921,77.046,2026-08-20 03:00:00,26.5,97,0.1,2.5,80.3,113.6,38.9,53.0,32.7,1238.0
Dwarka,28.5921,77.046,2026-08-20 04:00:00,25.9,98,1.7,7.4,71.7,99.7,36.8,51.0,33.7,1038.0
Dwarka,28.5921,77.046,2026-08-20 05:00:00,25.9,98,0.6,2.8,69.4,91.7,35.0,52.0,33.9,875.3
Dwarka,28.5921,77.046,2026-08-20 06:00:00,26.1,97,0.3,2.5,68.9,91.3,33.7,56.0,32.6,766.5
Dwarka,28.5921,77.046,2026-08-20 07:00:00,25.8,99,1.1,3.8,59.4,83.1,32.8,62.0,30.4,662.8
Dwarka,28.5921,77.046,2026-08-20 08:00:00,26.6,96,0.2,4.7,41.3,66.6,30.6,75.0,28.8,525.0
Dwarka,28.5921,77.046,2026-08-20 09:00:00,27.6,87,0.1,1.3,35.9,63.1,25.9,98.0,28.1,470.0
Dwarka,28.5921,77.046,2026-08-20 10:00:00,29.6,78,0.0,1.8,35.6,68.2,19.9,126.0,27.9,416.0
Dwarka,28.5921,77.046,2026-08-20 11:00:00,30.4,74,0.1,2.2,38.2,73.6,15.0,156.0,27.9,378.0
Dwarka,28.5921,77.046,2026-08-20 12:00:00,31.4,71,0.1,1.5,36.7,66.4,11.5,188.0,28.0,364.0
Dwarka,28.5921,77.046,2026-08-20 13:00:00,31.5,71,0.1,1.0,40.2,68.9,9.0,221.0,28.2,368.0
Dwarka,28.5921,77.046,2026-08-20 14:00:00,32.2,68,0.0,1.9,42.1,69.4,8.5,242.0,28.4,380.0
Dwarka,28.5921,77.046,2026-08-20 15:00:00,32.0,70,0.1,1.0,44.7,70.5,10.5,245.0,28.4,398.0
Dwarka,28.5921,77.046,2026-08-20 16:00:00,32.1,68,0.4,2.0,46.4,71.0,14.6,236.0,28.3,425.0
Dwarka,28.5921,77.046,2026-08-20 17:00:00,30.3,75,0.9,5.3,45.6,67.3,19.7,219.0,28.6,467.0
Dwarka,28.5921,77.046,2026-08-20 18:00:00,26.7,96,0.9,6.3,46.7,61.9,26.6,190.0,29.5,535.0
Dwarka,28.5921,77.046,2026-08-20 19:00:00,27.3,94,1.4,0.5,47.4,55.5,34.5,152.0,30.8,619.0
Dwarka,28.5921,77.046,2026-08-20 20:00:00,27.3,95,0.1,1.1,50.5,57.9,41.0,120.0,32.2,693.0
Dwarka,28.5921,77.046,2026-08-20 21:00:00,27.2,95,0.0,0.7,58.2,64.7,45.2,100.0,34.3,756.0
Dwarka,28.5921,77.046,2026-08-20 22:00:00,27.1,96,0.0,1.5,65.7,71.7,47.8,86.0,36.6,810.0
Dwarka,28.5921,77.046,2026-08-20 23:00:00,27.1,96,0.0,2.7,68.7,73.6,48.5,75.0,37.3,835.0
Dwarka,28.5921,77.046,2026-08-21 00:00:00,27.0,96,0.0,2.7,66.1,71.2,46.0,67.0,35.0,813.0
Dwarka,28.5921,77.046,2026-08-21 01:00:00,27.0,95,0.0,2.2,64.5,69.8,41.7,61.0,31.1,763.0
Dwarka,28.5921,77.046,2026-08-21 02:00:00,26.8,96,0.0,2.1,65.7,70.8,38.7,56.0,28.5,724.0
Dwarka,28.5921,77.046,2026-08-21 03:00:00,26.7,96,0.0,1.8,67.1,72.9,39.2,48.0,28.5,715.0
Dwarka,28.5921,77.046,2026-08-21 04:00:00,26.6,97,0.0,1.8,68.9,75.9,41.2,41.0,29.7,717.0
Dwarka,28.5921,77.046,2026-08-21 05:00:00,26.5,97,0.0,2.5,70.5,79.2,41.7,40.0,30.6,708.0
Dwarka,28.5921,77.046,2026-08-21 06:00:00,26.5,96,1.6,4.7,73.3,82.9,39.7,46.0,30.7,679.0
Dwarka,28.5921,77.046,2026-08-21 07:00:00,26.5,94,1.6,7.6,56.0,69.8,36.4,59.0,30.6,640.0
Dwarka,28.5921,77.046,2026-08-21 08:00:00,26.9,91,1.6,8.8,45.6,60.3,32.0,78.0,30.6,593.0
Dwarka,28.5921,77.046,2026-08-21 09:00:00,28.0,84,0.0,7.1,40.3,56.2,26.0,108.0,31.0,531.0
Dwarka,28.5921,77.046,2026-08-21 10:00:00,29.6,77,0.0,4.2,33.1,51.1,19.1,144.0,31.5,462.0
Dwarka,28.5921,77.046,2026-08-21 11:00:00,30.9,71,0.0,3.1,33.3,50.4,13.5,181.0,32.0,416.0
Dwarka,28.5921,77.046,2026-08-21 12:00:00,31.8,68,0.0,2.4,39.5,55.5,10.0,221.0,33.0,411.0
Dwarka,28.5921,77.046,2026-08-21 13:00:00,32.5,66,0.0,1.8,44.8,58.9,7.9,261.0,33.9,428.0
Dwarka,28.5921,77.046,2026-08-21 14:00:00,32.5,67,0.0,1.8,48.8,61.7,7.1,284.0,33.7,442.0
Dwarka,28.5921,77.046,2026-08-21 15:00:00,31.6,70,0.0,2.5,48.8,60.8,5.8,284.0,30.7,415.0
Dwarka,28.5921,77.046,2026-08-21 16:00:00,30.1,76,0.0,3.4,45.3,56.6,5.8,268.0,26.5,386.0
Dwarka,28.5921,77.046,2026-08-21 17:00:00,28.8,82,0.0,3.6,43.0,53.7,12.9,239.0,24.4,442.0
Dwarka,28.5921,77.046,2026-08-21 18:00:00,28.0,87,0.8,2.9,49.2,57.4,35.1,189.0,26.9,688.0
Dwarka,28.5921,77.046,2026-08-21 19:00:00,27.3,93,0.8,3.9,60.1,67.5,64.2,127.0,31.4,1019.0
Dwarka,28.5921,77.046,2026-08-21 20:00:00,26.9,97,0.8,5.2,80.3,87.1,81.8,80.0,33.5,1213.0
Dwarka,28.5921,77.046,2026-08-21 21:00:00,26.8,98,0.1,5.0,70.1,75.2,76.6,64.0,30.5,1138.0
Dwarka,28.5921,77.046,2026-08-21 22:00:00,26.8,98,0.1,3.7,53.8,58.4,59.8,63.0,25.0,924.0
Dwarka,28.5921,77.046,2026-08-21 23:00:00,26.8,98,0.1,2.3,47.6,52.2,46.1,63.0,20.5,744.0
Saket,28.5245,77.2066,2026-07-18 00:00:00,31.4,68,0.0,6.1,124.8,447.0,63.8,7.0,19.8,646.0
Saket,28.5245,77.2066,2026-07-18 01:00:00,31.0,67,0.0,3.1,126.2,486.2,58.7,9.0,18.1,513.0
Saket,28.5245,77.2066,2026-07-18 02:00:00,30.8,66,0.0,3.5,122.5,470.3,52.9,12.0,16.4,403.0
Saket,28.5245,77.2066,2026-07-18 03:00:00,30.8,63,0.0,4.5,113.2,423.8,45.6,16.0,14.9,316.0
Saket,28.5245,77.2066,2026-07-18 04:00:00,30.7,61,0.0,7.7,102.0,374.4,37.7,22.0,13.4,251.0
Saket,28.5245,77.2066,2026-07-18 05:00:00,30.9,64,0.0,12.2,52.7,90.3,38.3,24.0,16.3,230.0
Saket,28.5245,77.2066,2026-07-18 06:00:00,30.7,61,0.0,12.3,51.1,146.7,33.6,30.0,14.8,293.0
Saket,28.5245,77.2066,2026-07-18 07:00:00,31.6,58,0.0,12.5,82.2,374.4,27.0,40.0,12.6,401.0
Saket,28.5245,77.2066,2026-07-18 08:00:00,32.0,58,0.0,12.0,136.4,767.4,20.6,55.0,10.9,456.0
Saket,28.5245,77.2066,2026-07-18 09:00:00,33.4,54,0.0,13.6,156.0,897.8,14.8,80.0,10.0,400.0
Saket,28.5245,77.2066,2026-07-18 10:00:00,34.9,50,0.0,15.1,169.0,1009.6,9.2,110.0,9.5,291.0
Saket,28.5245,77.2066,2026-07-18 11:00:00,35.8,47,0.0,16.1,181.6,1117.6,5.2,131.0,9.2,211.0
Saket,28.5245,77.2066,2026-07-18 12:00:00,35.5,48,0.0,15.0,184.9,1154.8,3.4,138.0,8.9,192.0
Saket,28.5245,77.2066,2026-07-18 13:00:00,35.8,47,0.0,13.0,175.1,1084.1,3.2,136.0,8.8,201.0
Saket,28.5245,77.2066,2026-07-18 14:00:00,35.8,47,0.0,10.7,164.4,1017.0,4.5,131.0,8.6,218.0
Saket,28.5245,77.2066,2026-07-18 15:00:00,35.9,45,0.0,9.9,160.7,990.9,7.7,123.0,8.1,223.0
Saket,28.5245,77.2066,2026-07-18 16:00:00,35.4,46,0.0,8.4,154.6,905.2,12.4,112.0,7.6,236.0
Saket,28.5245,77.2066,2026-07-18 17:00:00,36.1,42,0.0,7.5,119.7,614.7,28.5,85.0,17.6,298.0
Saket,28.5245,77.2066,2026-07-18 18:00:00,35.0,55,0.0,2.9,123.4,525.3,47.4,60.0,19.8,469.0
Saket,28.5245,77.2066,2026-07-18 19:00:00,34.1,56,0.0,3.6,133.2,484.3,72.9,25.0,22.6,688.0
Saket,28.5245,77.2066,2026-07-18 20:00:00,34.1,55,0.0,2.7,136.4,454.5,88.4,2.0,24.0,812.0
Saket,28.5245,77.2066,2026-07-18 21:00:00,33.2,55,0.0,3.7,127.6,371.6,84.5,1.0,22.6,758.0
Saket,28.5245,77.2066,2026-07-18 22:00:00,32.7,56,0.0,7.6,116.6,374.4,70.5,11.0,19.7,610.0
